date,division,inflation_yoy,inflation_mom,year,month,division_label
2001-06-01,04,1.6,0.0,2001,6,"Housing, Water, Electricity & Gas"
2001-07-01,04,1.5,0.0,2001,7,"Housing, Water, Electricity & Gas"
2001-08-01,04,1.3,0.1,2001,8,"Housing, Water, Electricity & Gas"
2001-09-01,04,1.3,0.0,2001,9,"Housing, Water, Electricity & Gas"
2001-10-01,04,1.1,0.0,2001,10,"Housing, Water, Electricity & Gas"
2001-11-01,04,1.0,0.1,2001,11,"Housing, Water, Electricity & Gas"
2001-12-01,04,1.0,0.0,2001,12,"Housing, Water, Electricity & Gas"
2002-01-01,04,1.0,0.0,2002,1,"Housing, Water, Electricity & Gas"
2002-02-01,04,0.9,0.2,2002,2,"Housing, Water, Electricity & Gas"
2002-03-01,04,0.9,0.0,2002,3,"Housing, Water, Electricity & Gas"
2002-04-01,04,0.8,0.0,2002,4,"Housing, Water, Electricity & Gas"
2002-05-01,04,0.7,0.2,2002,5,"Housing, Water, Electricity & Gas"
2002-06-01,04,0.7,0.0,2002,6,"Housing, Water, Electricity & Gas"
2002-07-01,04,0.7,0.0,2002,7,"Housing, Water, Electricity & Gas"
2002-08-01,04,0.6,0.0,2002,8,"Housing, Water, Electricity & Gas"
2002-09-01,04,0.6,0.0,2002,9,"Housing, Water, Electricity & Gas"
2002-10-01,04,0.6,0.0,2002,10,"Housing, Water, Electricity & Gas"
2002-11-01,04,0.6,0.1,2002,11,"Housing, Water, Electricity & Gas"
2002-12-01,04,0.6,0.0,2002,12,"Housing, Water, Electricity & Gas"
2003-01-01,04,2.0,1.4,2003,1,"Housing, Water, Electricity & Gas"
2003-02-01,04,1.5,-0.2,2003,2,"Housing, Water, Electricity & Gas"
2003-03-01,04,1.5,0.0,2003,3,"Housing, Water, Electricity & Gas"
2003-04-01,04,1.5,0.0,2003,4,"Housing, Water, Electricity & Gas"
2003-05-01,04,1.0,-0.3,2003,5,"Housing, Water, Electricity & Gas"
2003-06-01,04,1.0,0.0,2003,6,"Housing, Water, Electricity & Gas"
2003-07-01,04,1.0,0.0,2003,7,"Housing, Water, Electricity & Gas"
2003-08-01,04,0.4,-0.5,2003,8,"Housing, Water, Electricity & Gas"
2003-09-01,04,0.4,0.0,2003,9,"Housing, Water, Electricity & Gas"
2003-10-01,04,0.3,-0.1,2003,10,"Housing, Water, Electricity & Gas"
2003-11-01,04,-0.3,-0.5,2003,11,"Housing, Water, Electricity & Gas"
2003-12-01,04,-0.3,0.0,2003,12,"Housing, Water, Electricity & Gas"
2004-01-01,04,0.3,2.1,2004,1,"Housing, Water, Electricity & Gas"
2004-02-01,04,0.5,0.0,2004,2,"Housing, Water, Electricity & Gas"
2004-03-01,04,0.7,0.1,2004,3,"Housing, Water, Electricity & Gas"
2004-04-01,04,0.8,0.1,2004,4,"Housing, Water, Electricity & Gas"
2004-05-01,04,0.9,-0.2,2004,5,"Housing, Water, Electricity & Gas"
2004-06-01,04,0.9,0.0,2004,6,"Housing, Water, Electricity & Gas"
2004-07-01,04,0.8,-0.1,2004,7,"Housing, Water, Electricity & Gas"
2004-08-01,04,1.1,-0.2,2004,8,"Housing, Water, Electricity & Gas"
2004-09-01,04,1.1,0.0,2004,9,"Housing, Water, Electricity & Gas"
2004-10-01,04,1.2,0.0,2004,10,"Housing, Water, Electricity & Gas"
2004-11-01,04,1.7,-0.1,2004,11,"Housing, Water, Electricity & Gas"
2004-12-01,04,1.7,0.0,2004,12,"Housing, Water, Electricity & Gas"
2005-01-01,04,0.4,0.9,2005,1,"Housing, Water, Electricity & Gas"
2005-02-01,04,0.6,0.2,2005,2,"Housing, Water, Electricity & Gas"
2005-03-01,04,0.6,0.1,2005,3,"Housing, Water, Electricity & Gas"
2005-04-01,04,0.5,0.0,2005,4,"Housing, Water, Electricity & Gas"
2005-05-01,04,1.0,0.2,2005,5,"Housing, Water, Electricity & Gas"
2005-06-01,04,1.0,0.0,2005,6,"Housing, Water, Electricity & Gas"
2005-07-01,04,1.1,0.0,2005,7,"Housing, Water, Electricity & Gas"
2005-08-01,04,1.6,0.3,2005,8,"Housing, Water, Electricity & Gas"
2005-09-01,04,1.7,0.1,2005,9,"Housing, Water, Electricity & Gas"
2005-10-01,04,1.7,0.0,2005,10,"Housing, Water, Electricity & Gas"
2005-11-01,04,2.0,0.1,2005,11,"Housing, Water, Electricity & Gas"
2005-12-01,04,2.0,0.0,2005,12,"Housing, Water, Electricity & Gas"
2006-01-01,04,1.1,0.0,2006,1,"Housing, Water, Electricity & Gas"
2006-02-01,04,1.1,0.2,2006,2,"Housing, Water, Electricity & Gas"
2006-03-01,04,1.5,0.5,2006,3,"Housing, Water, Electricity & Gas"
2006-04-01,04,1.5,0.0,2006,4,"Housing, Water, Electricity & Gas"
2006-05-01,04,1.5,0.2,2006,5,"Housing, Water, Electricity & Gas"
2006-06-01,04,1.8,0.3,2006,6,"Housing, Water, Electricity & Gas"
2006-07-01,04,1.8,0.0,2006,7,"Housing, Water, Electricity & Gas"
2006-08-01,04,1.6,0.1,2006,8,"Housing, Water, Electricity & Gas"
2006-09-01,04,1.5,0.0,2006,9,"Housing, Water, Electricity & Gas"
2006-10-01,04,1.5,0.0,2006,10,"Housing, Water, Electricity & Gas"
2006-11-01,04,1.6,0.2,2006,11,"Housing, Water, Electricity & Gas"
2006-12-01,04,1.7,0.1,2006,12,"Housing, Water, Electricity & Gas"
2007-01-01,04,1.7,0.0,2007,1,"Housing, Water, Electricity & Gas"
2007-02-01,04,1.8,0.3,2007,2,"Housing, Water, Electricity & Gas"
2007-03-01,04,1.3,0.0,2007,3,"Housing, Water, Electricity & Gas"
2007-04-01,04,1.3,0.0,2007,4,"Housing, Water, Electricity & Gas"
2007-05-01,04,1.4,0.3,2007,5,"Housing, Water, Electricity & Gas"
2007-06-01,04,1.1,0.0,2007,6,"Housing, Water, Electricity & Gas"
2007-07-01,04,1.1,0.0,2007,7,"Housing, Water, Electricity & Gas"
2007-08-01,04,1.3,0.3,2007,8,"Housing, Water, Electricity & Gas"
2007-09-01,04,1.3,0.0,2007,9,"Housing, Water, Electricity & Gas"
2007-10-01,04,1.3,0.0,2007,10,"Housing, Water, Electricity & Gas"
2007-11-01,04,1.3,0.2,2007,11,"Housing, Water, Electricity & Gas"
2007-12-01,04,1.2,0.0,2007,12,"Housing, Water, Electricity & Gas"
2008-01-01,04,1.2,0.0,2008,1,"Housing, Water, Electricity & Gas"
2008-02-01,04,1.4,0.5,2008,2,"Housing, Water, Electricity & Gas"
2008-03-01,04,1.4,0.0,2008,3,"Housing, Water, Electricity & Gas"
2008-04-01,04,1.4,0.0,2008,4,"Housing, Water, Electricity & Gas"
2008-05-01,04,1.5,0.4,2008,5,"Housing, Water, Electricity & Gas"
2008-06-01,04,1.0,-0.4,2008,6,"Housing, Water, Electricity & Gas"
2008-07-01,04,1.8,0.7,2008,7,"Housing, Water, Electricity & Gas"
2008-08-01,04,1.7,0.2,2008,8,"Housing, Water, Electricity & Gas"
2008-09-01,04,1.8,0.1,2008,9,"Housing, Water, Electricity & Gas"
2008-10-01,04,1.8,0.0,2008,10,"Housing, Water, Electricity & Gas"
2008-11-01,04,1.8,0.2,2008,11,"Housing, Water, Electricity & Gas"
2008-12-01,04,1.8,0.0,2008,12,"Housing, Water, Electricity & Gas"
2009-01-01,04,1.8,0.0,2009,1,"Housing, Water, Electricity & Gas"
2009-02-01,04,1.5,0.3,2009,2,"Housing, Water, Electricity & Gas"
2009-03-01,04,1.4,-0.1,2009,3,"Housing, Water, Electricity & Gas"
2009-04-01,04,1.4,0.0,2009,4,"Housing, Water, Electricity & Gas"
2009-05-01,04,1.6,0.6,2009,5,"Housing, Water, Electricity & Gas"
2009-06-01,04,2.1,0.0,2009,6,"Housing, Water, Electricity & Gas"
2009-07-01,04,1.3,0.0,2009,7,"Housing, Water, Electricity & Gas"
2009-08-01,04,1.2,0.1,2009,8,"Housing, Water, Electricity & Gas"
2009-09-01,04,1.1,0.0,2009,9,"Housing, Water, Electricity & Gas"
2009-10-01,04,1.1,0.0,2009,10,"Housing, Water, Electricity & Gas"
2009-11-01,04,1.1,0.2,2009,11,"Housing, Water, Electricity & Gas"
2009-12-01,04,1.1,0.0,2009,12,"Housing, Water, Electricity & Gas"
2010-01-01,04,1.2,0.1,2010,1,"Housing, Water, Electricity & Gas"
2010-02-01,04,1.1,0.2,2010,2,"Housing, Water, Electricity & Gas"
2010-03-01,04,1.2,0.0,2010,3,"Housing, Water, Electricity & Gas"
2010-04-01,04,1.2,0.0,2010,4,"Housing, Water, Electricity & Gas"
2010-05-01,04,0.8,0.2,2010,5,"Housing, Water, Electricity & Gas"
2010-06-01,04,0.8,0.0,2010,6,"Housing, Water, Electricity & Gas"
2010-07-01,04,0.9,0.1,2010,7,"Housing, Water, Electricity & Gas"
2010-08-01,04,1.2,0.4,2010,8,"Housing, Water, Electricity & Gas"
2010-09-01,04,1.2,0.0,2010,9,"Housing, Water, Electricity & Gas"
2010-10-01,04,1.2,0.0,2010,10,"Housing, Water, Electricity & Gas"
2010-11-01,04,1.4,0.4,2010,11,"Housing, Water, Electricity & Gas"
2010-12-01,04,1.5,0.1,2010,12,"Housing, Water, Electricity & Gas"
2011-01-01,04,1.4,0.0,2011,1,"Housing, Water, Electricity & Gas"
2011-02-01,04,1.5,0.3,2011,2,"Housing, Water, Electricity & Gas"
2011-03-01,04,1.6,0.1,2011,3,"Housing, Water, Electricity & Gas"
2011-04-01,04,1.6,0.0,2011,4,"Housing, Water, Electricity & Gas"
2011-05-01,04,1.8,0.4,2011,5,"Housing, Water, Electricity & Gas"
2011-06-01,04,1.9,0.1,2011,6,"Housing, Water, Electricity & Gas"
2011-07-01,04,1.9,0.1,2011,7,"Housing, Water, Electricity & Gas"
2011-08-01,04,2.0,0.5,2011,8,"Housing, Water, Electricity & Gas"
2011-09-01,04,2.0,0.0,2011,9,"Housing, Water, Electricity & Gas"
2011-10-01,04,2.0,0.0,2011,10,"Housing, Water, Electricity & Gas"
2011-11-01,04,1.8,0.2,2011,11,"Housing, Water, Electricity & Gas"
2011-12-01,04,1.7,0.0,2011,12,"Housing, Water, Electricity & Gas"
2012-01-01,04,1.8,0.1,2012,1,"Housing, Water, Electricity & Gas"
2012-02-01,04,1.9,0.4,2012,2,"Housing, Water, Electricity & Gas"
2012-03-01,04,1.8,0.0,2012,3,"Housing, Water, Electricity & Gas"
2012-04-01,04,1.8,0.0,2012,4,"Housing, Water, Electricity & Gas"
2012-05-01,04,1.6,0.2,2012,5,"Housing, Water, Electricity & Gas"
2012-06-01,04,1.5,0.0,2012,6,"Housing, Water, Electricity & Gas"
2012-07-01,04,1.5,0.1,2012,7,"Housing, Water, Electricity & Gas"
2012-08-01,04,1.5,0.5,2012,8,"Housing, Water, Electricity & Gas"
2012-09-01,04,1.5,0.0,2012,9,"Housing, Water, Electricity & Gas"
2012-10-01,04,1.5,0.0,2012,10,"Housing, Water, Electricity & Gas"
2012-11-01,04,1.5,0.2,2012,11,"Housing, Water, Electricity & Gas"
2012-12-01,04,1.5,0.0,2012,12,"Housing, Water, Electricity & Gas"
2013-01-01,04,1.4,0.0,2013,1,"Housing, Water, Electricity & Gas"
2013-02-01,04,1.3,0.3,2013,2,"Housing, Water, Electricity & Gas"
2013-03-01,04,1.3,0.0,2013,3,"Housing, Water, Electricity & Gas"
2013-04-01,04,1.3,0.0,2013,4,"Housing, Water, Electricity & Gas"
2013-05-01,04,2.0,1.0,2013,5,"Housing, Water, Electricity & Gas"
2013-06-01,04,2.0,0.0,2013,6,"Housing, Water, Electricity & Gas"
2013-07-01,04,1.9,0.0,2013,7,"Housing, Water, Electricity & Gas"
2013-08-01,04,1.8,0.4,2013,8,"Housing, Water, Electricity & Gas"
2013-09-01,04,1.8,0.0,2013,9,"Housing, Water, Electricity & Gas"
2013-10-01,04,1.8,0.0,2013,10,"Housing, Water, Electricity & Gas"
2013-11-01,04,2.3,0.7,2013,11,"Housing, Water, Electricity & Gas"
2013-12-01,04,2.4,0.1,2013,12,"Housing, Water, Electricity & Gas"
2014-01-01,04,3.2,0.8,2014,1,"Housing, Water, Electricity & Gas"
2014-02-01,04,3.5,0.7,2014,2,"Housing, Water, Electricity & Gas"
2014-03-01,04,3.6,0.1,2014,3,"Housing, Water, Electricity & Gas"
2014-04-01,04,3.6,0.0,2014,4,"Housing, Water, Electricity & Gas"
2014-05-01,04,3.1,0.5,2014,5,"Housing, Water, Electricity & Gas"
2014-06-01,04,3.2,0.1,2014,6,"Housing, Water, Electricity & Gas"
2014-07-01,04,3.2,0.0,2014,7,"Housing, Water, Electricity & Gas"
2014-08-01,04,3.4,0.6,2014,8,"Housing, Water, Electricity & Gas"
2014-09-01,04,3.4,0.0,2014,9,"Housing, Water, Electricity & Gas"
2014-10-01,04,3.4,0.0,2014,10,"Housing, Water, Electricity & Gas"
2014-11-01,04,3.5,0.7,2014,11,"Housing, Water, Electricity & Gas"
2014-12-01,04,3.4,0.0,2014,12,"Housing, Water, Electricity & Gas"
2015-01-01,04,2.1,-0.5,2015,1,"Housing, Water, Electricity & Gas"
2015-02-01,04,2.4,0.9,2015,2,"Housing, Water, Electricity & Gas"
2015-03-01,04,1.9,-0.4,2015,3,"Housing, Water, Electricity & Gas"
2015-04-01,04,2.3,0.4,2015,4,"Housing, Water, Electricity & Gas"
2015-05-01,04,2.6,0.7,2015,5,"Housing, Water, Electricity & Gas"
2015-06-01,04,2.5,0.0,2015,6,"Housing, Water, Electricity & Gas"
2015-07-01,04,2.5,0.0,2015,7,"Housing, Water, Electricity & Gas"
2015-08-01,04,2.7,0.7,2015,8,"Housing, Water, Electricity & Gas"
2015-09-01,04,2.7,0.0,2015,9,"Housing, Water, Electricity & Gas"
2015-10-01,04,2.7,0.0,2015,10,"Housing, Water, Electricity & Gas"
2015-11-01,04,2.5,0.5,2015,11,"Housing, Water, Electricity & Gas"
2015-12-01,04,2.5,0.0,2015,12,"Housing, Water, Electricity & Gas"
2016-01-01,04,3.1,0.2,2016,1,"Housing, Water, Electricity & Gas"
2016-02-01,04,2.6,0.4,2016,2,"Housing, Water, Electricity & Gas"
2016-03-01,04,3.1,0.1,2016,3,"Housing, Water, Electricity & Gas"
2016-04-01,04,2.6,-0.1,2016,4,"Housing, Water, Electricity & Gas"
2016-05-01,04,2.4,0.5,2016,5,"Housing, Water, Electricity & Gas"
2016-06-01,04,2.4,0.0,2016,6,"Housing, Water, Electricity & Gas"
2016-07-01,04,2.4,0.0,2016,7,"Housing, Water, Electricity & Gas"
2016-08-01,04,2.1,0.4,2016,8,"Housing, Water, Electricity & Gas"
2016-09-01,04,2.1,0.0,2016,9,"Housing, Water, Electricity & Gas"
2016-10-01,04,2.1,0.0,2016,10,"Housing, Water, Electricity & Gas"
2016-11-01,04,2.1,0.5,2016,11,"Housing, Water, Electricity & Gas"
2016-12-01,04,2.1,0.0,2016,12,"Housing, Water, Electricity & Gas"
2017-01-01,04,1.9,0.0,2017,1,"Housing, Water, Electricity & Gas"
2017-02-01,04,2.2,0.7,2017,2,"Housing, Water, Electricity & Gas"
2017-03-01,04,2.2,0.1,2017,3,"Housing, Water, Electricity & Gas"
2017-04-01,04,2.3,0.0,2017,4,"Housing, Water, Electricity & Gas"
2017-05-01,04,2.2,0.4,2017,5,"Housing, Water, Electricity & Gas"
2017-06-01,04,2.2,0.0,2017,6,"Housing, Water, Electricity & Gas"
2017-07-01,04,2.2,0.0,2017,7,"Housing, Water, Electricity & Gas"
2017-08-01,04,2.4,0.6,2017,8,"Housing, Water, Electricity & Gas"
2017-09-01,04,2.4,0.0,2017,9,"Housing, Water, Electricity & Gas"
2017-10-01,04,2.4,0.0,2017,10,"Housing, Water, Electricity & Gas"
2017-11-01,04,2.2,0.3,2017,11,"Housing, Water, Electricity & Gas"
2017-12-01,04,2.2,0.0,2017,12,"Housing, Water, Electricity & Gas"
2018-01-01,04,2.2,0.0,2018,1,"Housing, Water, Electricity & Gas"
2018-02-01,04,2.0,0.5,2018,2,"Housing, Water, Electricity & Gas"
2018-03-01,04,1.9,0.0,2018,3,"Housing, Water, Electricity & Gas"
2018-04-01,04,1.9,0.0,2018,4,"Housing, Water, Electricity & Gas"
2018-05-01,04,2.1,0.6,2018,5,"Housing, Water, Electricity & Gas"
2018-06-01,04,1.5,-0.5,2018,6,"Housing, Water, Electricity & Gas"
2018-07-01,04,2.0,0.4,2018,7,"Housing, Water, Electricity & Gas"
2018-08-01,04,2.0,0.6,2018,8,"Housing, Water, Electricity & Gas"
2018-09-01,04,2.1,0.2,2018,9,"Housing, Water, Electricity & Gas"
2018-10-01,04,2.1,0.0,2018,10,"Housing, Water, Electricity & Gas"
2018-11-01,04,2.0,0.3,2018,11,"Housing, Water, Electricity & Gas"
2018-12-01,04,2.0,0.0,2018,12,"Housing, Water, Electricity & Gas"
2019-01-01,04,2.0,0.0,2019,1,"Housing, Water, Electricity & Gas"
2019-02-01,04,2.0,0.5,2019,2,"Housing, Water, Electricity & Gas"
2019-03-01,04,2.0,0.0,2019,3,"Housing, Water, Electricity & Gas"
2019-04-01,04,2.0,0.0,2019,4,"Housing, Water, Electricity & Gas"
2019-05-01,04,1.8,0.3,2019,5,"Housing, Water, Electricity & Gas"
2019-06-01,04,2.3,0.0,2019,6,"Housing, Water, Electricity & Gas"
2019-07-01,04,1.9,0.0,2019,7,"Housing, Water, Electricity & Gas"
2019-08-01,04,1.8,0.5,2019,8,"Housing, Water, Electricity & Gas"
2019-09-01,04,1.6,0.0,2019,9,"Housing, Water, Electricity & Gas"
2019-10-01,04,1.6,0.0,2019,10,"Housing, Water, Electricity & Gas"
2019-11-01,04,1.7,0.4,2019,11,"Housing, Water, Electricity & Gas"
2019-12-01,04,1.7,0.0,2019,12,"Housing, Water, Electricity & Gas"
2020-01-01,04,1.7,0.0,2020,1,"Housing, Water, Electricity & Gas"
2020-02-01,04,1.6,0.3,2020,2,"Housing, Water, Electricity & Gas"
2020-03-01,04,1.6,0.0,2020,3,"Housing, Water, Electricity & Gas"
2020-04-01,04,-2.2,-3.8,2020,4,"Housing, Water, Electricity & Gas"
2020-05-01,04,-2.6,-0.1,2020,5,"Housing, Water, Electricity & Gas"
2020-06-01,04,-2.6,0.0,2020,6,"Housing, Water, Electricity & Gas"
2020-07-01,04,-2.6,0.0,2020,7,"Housing, Water, Electricity & Gas"
2020-08-01,04,-3.0,0.2,2020,8,"Housing, Water, Electricity & Gas"
2020-09-01,04,-3.0,0.0,2020,9,"Housing, Water, Electricity & Gas"
2020-10-01,04,-3.0,0.0,2020,10,"Housing, Water, Electricity & Gas"
2020-11-01,04,-3.3,0.1,2020,11,"Housing, Water, Electricity & Gas"
2020-12-01,04,-3.3,0.0,2020,12,"Housing, Water, Electricity & Gas"
2021-01-01,04,-0.7,2.6,2021,1,"Housing, Water, Electricity & Gas"
2021-02-01,04,-0.8,0.2,2021,2,"Housing, Water, Electricity & Gas"
2021-03-01,04,-0.8,0.0,2021,3,"Housing, Water, Electricity & Gas"
2021-04-01,04,3.1,0.1,2021,4,"Housing, Water, Electricity & Gas"
2021-05-01,04,3.2,0.0,2021,5,"Housing, Water, Electricity & Gas"
2021-06-01,04,3.2,0.0,2021,6,"Housing, Water, Electricity & Gas"
2021-07-01,04,0.7,-2.5,2021,7,"Housing, Water, Electricity & Gas"
2021-08-01,04,0.6,0.1,2021,8,"Housing, Water, Electricity & Gas"
2021-09-01,04,0.7,0.1,2021,9,"Housing, Water, Electricity & Gas"
2021-10-01,04,3.2,2.5,2021,10,"Housing, Water, Electricity & Gas"
2021-11-01,04,3.4,0.2,2021,11,"Housing, Water, Electricity & Gas"
2021-12-01,04,3.4,0.0,2021,12,"Housing, Water, Electricity & Gas"
2022-01-01,04,0.7,0.0,2022,1,"Housing, Water, Electricity & Gas"
2022-02-01,04,0.8,0.3,2022,2,"Housing, Water, Electricity & Gas"
2022-03-01,04,0.9,0.1,2022,3,"Housing, Water, Electricity & Gas"
2022-04-01,04,0.8,0.0,2022,4,"Housing, Water, Electricity & Gas"
2022-05-01,04,1.2,0.3,2022,5,"Housing, Water, Electricity & Gas"
2022-06-01,04,1.2,0.0,2022,6,"Housing, Water, Electricity & Gas"
2022-07-01,04,3.8,0.1,2022,7,"Housing, Water, Electricity & Gas"
2022-08-01,04,4.1,0.4,2022,8,"Housing, Water, Electricity & Gas"
2022-09-01,04,4.0,0.0,2022,9,"Housing, Water, Electricity & Gas"
2022-10-01,04,1.5,0.0,2022,10,"Housing, Water, Electricity & Gas"
2022-11-01,04,1.4,0.2,2022,11,"Housing, Water, Electricity & Gas"
2022-12-01,04,1.5,0.1,2022,12,"Housing, Water, Electricity & Gas"
2023-01-01,04,1.5,0.0,2023,1,"Housing, Water, Electricity & Gas"
2023-02-01,04,1.7,0.6,2023,2,"Housing, Water, Electricity & Gas"
2023-03-01,04,1.6,0.0,2023,3,"Housing, Water, Electricity & Gas"
2023-04-01,04,1.6,0.0,2023,4,"Housing, Water, Electricity & Gas"
2023-05-01,04,1.8,0.5,2023,5,"Housing, Water, Electricity & Gas"
2023-06-01,04,1.8,0.0,2023,6,"Housing, Water, Electricity & Gas"
2023-07-01,04,1.7,0.0,2023,7,"Housing, Water, Electricity & Gas"
2023-08-01,04,1.6,0.3,2023,8,"Housing, Water, Electricity & Gas"
2023-09-01,04,1.6,0.0,2023,9,"Housing, Water, Electricity & Gas"
2023-10-01,04,1.6,0.0,2023,10,"Housing, Water, Electricity & Gas"
2023-11-01,04,1.7,0.2,2023,11,"Housing, Water, Electricity & Gas"
2023-12-01,04,1.6,0.0,2023,12,"Housing, Water, Electricity & Gas"
2024-01-01,04,2.0,0.4,2024,1,"Housing, Water, Electricity & Gas"
2024-02-01,04,2.7,1.3,2024,2,"Housing, Water, Electricity & Gas"
2024-03-01,04,3.0,0.3,2024,3,"Housing, Water, Electricity & Gas"
2024-04-01,04,3.0,0.0,2024,4,"Housing, Water, Electricity & Gas"
2024-05-01,04,3.2,0.6,2024,5,"Housing, Water, Electricity & Gas"
2024-06-01,04,3.2,0.0,2024,6,"Housing, Water, Electricity & Gas"
2024-07-01,04,3.2,0.0,2024,7,"Housing, Water, Electricity & Gas"
2024-08-01,04,3.1,0.2,2024,8,"Housing, Water, Electricity & Gas"
2024-09-01,04,3.1,0.0,2024,9,"Housing, Water, Electricity & Gas"
2024-10-01,04,3.1,0.0,2024,10,"Housing, Water, Electricity & Gas"
2024-11-01,04,3.2,0.3,2024,11,"Housing, Water, Electricity & Gas"
2024-12-01,04,3.2,0.0,2024,12,"Housing, Water, Electricity & Gas"
2025-01-01,04,2.8,0.1,2025,1,"Housing, Water, Electricity & Gas"
2025-02-01,04,2.3,0.7,2025,2,"Housing, Water, Electricity & Gas"
2025-03-01,04,1.9,0.0,2025,3,"Housing, Water, Electricity & Gas"
2025-04-01,04,2.0,0.1,2025,4,"Housing, Water, Electricity & Gas"
2025-05-01,04,1.7,0.3,2025,5,"Housing, Water, Electricity & Gas"
2025-06-01,04,1.7,0.0,2025,6,"Housing, Water, Electricity & Gas"
2025-07-01,04,1.3,-0.4,2025,7,"Housing, Water, Electricity & Gas"
2025-08-01,04,1.2,0.2,2025,8,"Housing, Water, Electricity & Gas"
2025-09-01,04,1.5,0.3,2025,9,"Housing, Water, Electricity & Gas"
2025-10-01,04,1.1,-0.5,2025,10,"Housing, Water, Electricity & Gas"
2025-11-01,04,0.7,-0.1,2025,11,"Housing, Water, Electricity & Gas"
2025-12-01,04,0.9,0.2,2025,12,"Housing, Water, Electricity & Gas"
2026-01-01,04,1.2,0.3,2026,1,"Housing, Water, Electricity & Gas"
2026-02-01,04,1.1,0.7,2026,2,"Housing, Water, Electricity & Gas"
2026-03-01,04,1.2,0.1,2026,3,"Housing, Water, Electricity & Gas"
2026-04-01,04,1.1,-0.1,2026,4,"Housing, Water, Electricity & Gas"
1980-02-01,05,,0.3,1980,2,Furnishings & Household Equipment
1980-03-01,05,,0.7,1980,3,Furnishings & Household Equipment
1980-04-01,05,,0.2,1980,4,Furnishings & Household Equipment
1980-05-01,05,,0.7,1980,5,Furnishings & Household Equipment
1980-06-01,05,,1.0,1980,6,Furnishings & Household Equipment
1980-07-01,05,,0.7,1980,7,Furnishings & Household Equipment
1980-08-01,05,,0.5,1980,8,Furnishings & Household Equipment
1980-09-01,05,,0.3,1980,9,Furnishings & Household Equipment
1980-10-01,05,,0.7,1980,10,Furnishings & Household Equipment
1980-11-01,05,,0.5,1980,11,Furnishings & Household Equipment
1980-12-01,05,,0.5,1980,12,Furnishings & Household Equipment
1981-01-01,05,6.9,0.6,1981,1,Furnishings & Household Equipment
1981-02-01,05,7.0,0.5,1981,2,Furnishings & Household Equipment
1981-03-01,05,7.1,0.8,1981,3,Furnishings & Household Equipment
1981-04-01,05,7.5,0.5,1981,4,Furnishings & Household Equipment
1981-05-01,05,7.1,0.3,1981,5,Furnishings & Household Equipment
1981-06-01,05,6.7,0.6,1981,6,Furnishings & Household Equipment
1981-07-01,05,6.8,0.8,1981,7,Furnishings & Household Equipment
1981-08-01,05,6.6,0.3,1981,8,Furnishings & Household Equipment
1981-09-01,05,6.6,0.3,1981,9,Furnishings & Household Equipment
1981-10-01,05,6.0,0.2,1981,10,Furnishings & Household Equipment
1981-11-01,05,5.7,0.2,1981,11,Furnishings & Household Equipment
1981-12-01,05,5.3,0.2,1981,12,Furnishings & Household Equipment
1982-01-01,05,5.1,0.5,1982,1,Furnishings & Household Equipment
1982-02-01,05,4.8,0.2,1982,2,Furnishings & Household Equipment
1982-03-01,05,4.1,0.2,1982,3,Furnishings & Household Equipment
1982-04-01,05,3.8,0.2,1982,4,Furnishings & Household Equipment
1982-05-01,05,3.6,0.2,1982,5,Furnishings & Household Equipment
1982-06-01,05,3.1,0.2,1982,6,Furnishings & Household Equipment
1982-07-01,05,2.6,0.3,1982,7,Furnishings & Household Equipment
1982-08-01,05,2.5,0.2,1982,8,Furnishings & Household Equipment
1982-09-01,05,2.0,-0.2,1982,9,Furnishings & Household Equipment
1982-10-01,05,2.0,0.2,1982,10,Furnishings & Household Equipment
1982-11-01,05,2.6,0.8,1982,11,Furnishings & Household Equipment
1982-12-01,05,2.6,0.1,1982,12,Furnishings & Household Equipment
1983-01-01,05,2.9,0.7,1983,1,Furnishings & Household Equipment
1983-02-01,05,2.9,0.1,1983,2,Furnishings & Household Equipment
1983-03-01,05,2.9,0.1,1983,3,Furnishings & Household Equipment
1983-04-01,05,2.7,0.0,1983,4,Furnishings & Household Equipment
1983-05-01,05,2.7,0.1,1983,5,Furnishings & Household Equipment
1983-06-01,05,2.7,0.1,1983,6,Furnishings & Household Equipment
1983-07-01,05,2.6,0.1,1983,7,Furnishings & Household Equipment
1983-08-01,05,2.4,0.0,1983,8,Furnishings & Household Equipment
1983-09-01,05,2.6,0.0,1983,9,Furnishings & Household Equipment
1983-10-01,05,2.6,0.1,1983,10,Furnishings & Household Equipment
1983-11-01,05,1.8,0.0,1983,11,Furnishings & Household Equipment
1983-12-01,05,1.8,0.1,1983,12,Furnishings & Household Equipment
1984-01-01,05,0.7,-0.3,1984,1,Furnishings & Household Equipment
1984-02-01,05,0.6,0.0,1984,2,Furnishings & Household Equipment
1984-03-01,05,0.4,0.0,1984,3,Furnishings & Household Equipment
1984-04-01,05,0.6,0.1,1984,4,Furnishings & Household Equipment
1984-05-01,05,0.4,0.0,1984,5,Furnishings & Household Equipment
1984-06-01,05,0.3,0.0,1984,6,Furnishings & Household Equipment
1984-07-01,05,0.1,0.0,1984,7,Furnishings & Household Equipment
1984-08-01,05,0.1,0.0,1984,8,Furnishings & Household Equipment
1984-09-01,05,0.1,0.0,1984,9,Furnishings & Household Equipment
1984-10-01,05,0.0,0.0,1984,10,Furnishings & Household Equipment
