date,division,inflation_yoy,inflation_mom,year,month,division_label
2019-03-01,overall,0.2,0.2,2019,3,Overall CPI
2019-04-01,overall,0.2,0.0,2019,4,Overall CPI
2019-05-01,overall,0.2,0.2,2019,5,Overall CPI
2019-06-01,overall,1.5,0.0,2019,6,Overall CPI
2019-07-01,overall,1.4,0.1,2019,7,Overall CPI
2019-08-01,overall,1.5,0.2,2019,8,Overall CPI
2019-09-01,overall,1.1,0.0,2019,9,Overall CPI
2019-10-01,overall,1.1,0.2,2019,10,Overall CPI
2019-11-01,overall,0.9,0.1,2019,11,Overall CPI
2019-12-01,overall,1.0,0.2,2019,12,Overall CPI
2020-01-01,overall,1.6,0.1,2020,1,Overall CPI
2020-02-01,overall,1.3,0.0,2020,2,Overall CPI
2020-03-01,overall,-0.2,-1.2,2020,3,Overall CPI
2020-04-01,overall,-2.9,-2.7,2020,4,Overall CPI
2020-05-01,overall,-2.9,0.3,2020,5,Overall CPI
2020-06-01,overall,-1.9,1.0,2020,6,Overall CPI
2020-07-01,overall,-1.3,0.7,2020,7,Overall CPI
2020-08-01,overall,-1.4,0.2,2020,8,Overall CPI
2020-09-01,overall,-1.4,0.0,2020,9,Overall CPI
2020-10-01,overall,-1.5,0.1,2020,10,Overall CPI
2020-11-01,overall,-1.7,-0.2,2020,11,Overall CPI
2020-12-01,overall,-1.4,0.5,2020,12,Overall CPI
2021-01-01,overall,-0.2,1.2,2021,1,Overall CPI
2021-02-01,overall,0.1,0.3,2021,2,Overall CPI
2021-03-01,overall,1.7,0.3,2021,3,Overall CPI
2021-04-01,overall,4.7,0.2,2021,4,Overall CPI
2021-05-01,overall,4.4,0.0,2021,5,Overall CPI
2021-06-01,overall,3.4,0.1,2021,6,Overall CPI
2021-07-01,overall,2.2,-0.6,2021,7,Overall CPI
2021-08-01,overall,2.0,0.0,2021,8,Overall CPI
2021-09-01,overall,2.2,0.2,2021,9,Overall CPI
2021-10-01,overall,2.9,0.7,2021,10,Overall CPI
2021-11-01,overall,3.3,0.2,2021,11,Overall CPI
2021-12-01,overall,3.2,0.4,2021,12,Overall CPI
2022-01-01,overall,2.3,0.3,2022,1,Overall CPI
2022-02-01,overall,2.2,0.2,2022,2,Overall CPI
2022-03-01,overall,2.2,0.3,2022,3,Overall CPI
2022-04-01,overall,2.3,0.2,2022,4,Overall CPI
2022-05-01,overall,2.8,0.6,2022,5,Overall CPI
2022-06-01,overall,3.4,0.6,2022,6,Overall CPI
2022-07-01,overall,4.4,0.4,2022,7,Overall CPI
2022-08-01,overall,4.7,0.2,2022,8,Overall CPI
2022-09-01,overall,4.5,0.1,2022,9,Overall CPI
2022-10-01,overall,4.0,0.2,2022,10,Overall CPI
2022-11-01,overall,4.0,0.3,2022,11,Overall CPI
2022-12-01,overall,3.8,0.2,2022,12,Overall CPI
2023-01-01,overall,3.7,0.2,2023,1,Overall CPI
2023-02-01,overall,3.7,0.2,2023,2,Overall CPI
2023-03-01,overall,3.4,0.1,2023,3,Overall CPI
2023-04-01,overall,3.3,0.1,2023,4,Overall CPI
2023-05-01,overall,2.8,0.2,2023,5,Overall CPI
2023-06-01,overall,2.4,0.2,2023,6,Overall CPI
2023-07-01,overall,2.0,0.1,2023,7,Overall CPI
2023-08-01,overall,2.0,0.2,2023,8,Overall CPI
2023-09-01,overall,1.9,0.1,2023,9,Overall CPI
2023-10-01,overall,1.8,0.1,2023,10,Overall CPI
2023-11-01,overall,1.5,0.0,2023,11,Overall CPI
2023-12-01,overall,1.5,0.2,2023,12,Overall CPI
2024-01-01,overall,1.5,0.2,2024,1,Overall CPI
2024-02-01,overall,1.8,0.5,2024,2,Overall CPI
2024-03-01,overall,1.8,0.1,2024,3,Overall CPI
2024-04-01,overall,1.8,0.2,2024,4,Overall CPI
2024-05-01,overall,2.0,0.3,2024,5,Overall CPI
2024-06-01,overall,2.0,0.2,2024,6,Overall CPI
2024-07-01,overall,2.0,0.1,2024,7,Overall CPI
2024-08-01,overall,1.9,0.1,2024,8,Overall CPI
2024-09-01,overall,1.8,0.0,2024,9,Overall CPI
2024-10-01,overall,1.9,0.2,2024,10,Overall CPI
2024-11-01,overall,1.8,-0.1,2024,11,Overall CPI
2024-12-01,overall,1.7,0.1,2024,12,Overall CPI
2025-01-01,overall,1.7,0.1,2025,1,Overall CPI
2025-02-01,overall,1.5,0.4,2025,2,Overall CPI
2025-03-01,overall,1.4,0.0,2025,3,Overall CPI
2025-04-01,overall,1.4,0.1,2025,4,Overall CPI
2025-05-01,overall,1.2,0.1,2025,5,Overall CPI
2025-06-01,overall,1.1,0.1,2025,6,Overall CPI
2025-07-01,overall,1.2,0.1,2025,7,Overall CPI
2025-08-01,overall,1.3,0.1,2025,8,Overall CPI
2025-09-01,overall,1.5,0.2,2025,9,Overall CPI
2025-10-01,overall,1.3,-0.1,2025,10,Overall CPI
2025-11-01,overall,1.4,0.0,2025,11,Overall CPI
2025-12-01,overall,1.6,0.3,2025,12,Overall CPI
2026-01-01,overall,1.6,0.1,2026,1,Overall CPI
2026-02-01,overall,1.4,0.2,2026,2,Overall CPI
2026-03-01,overall,1.7,0.3,2026,3,Overall CPI
2026-04-01,overall,1.9,0.4,2026,4,Overall CPI
